Wojewodztwo_Name,Powiat_MnpP_Name,Gmina_Name,URL_ID,Commission_Address_Raw,liczba_kart_otrzymanych,liczba_uprawnionych,liczba_kart_niewykorzystanych,liczba_kart_wydanych_lokal,liczba_pakietow_wyslanych,liczba_kart_wydanych_lacznie,liczba_glos_pelnnomocnik,liczba_glos_zaswiadczenie,liczba_kopert_zwrotnych,koperty_bez_oswiadczenia,koperty_oswiadczenie_niepodpisane,koperty_bez_koperty_na_karte,koperty_niezaklejona_koperta_na_karte,koperty_na_karte_wrzucone_do_urny,liczba_kart_wyjetych_z_urny,karty_z_kopert_korespondencyjnych,liczba_kart_niewaznych,liczba_kart_waznych,liczba_glosow_niewaznych,glosy_niewazne_przyczyna_A,glosy_niewazne_przyczyna_B,glosy_niewazne_przyczyna_C,liczba_glosow_waznych_na_kandydatow,Turnout_Percentage
Województwo łódzkie,Powiat piotrkowski,gm. Wolborz,1434570,"Dom Pomocy Spoecznej ""Anders-Dom Seniora"", Studzianki 19d, 97-320 Wolborz",71.0,61.0,55.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,15.0,26.229508196721312
Województwo mazowieckie,Powiat lipski,gm. Lipsko,1416397,"Dom Pomocy Spoecznej w Lipsku, ul. 1 Maja 79, 27-300 Lipsko",69.0,72.0,50.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,4.0,2.0,2.0,0.0,15.0,26.38888888888889
Województwo warmińsko-mazurskie,Powiat wegorzewski,gm. Wegorzewo,1435989,"Dom Pomocy Spoecznej w Wegorzewie, ul. 11 Listopada 12, 11-600 Wegorzewo",270.0,87.0,247.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,1.0,0.0,1.0,0.0,22.0,26.436781609195403
Województwo małopolskie,Powiat olkuski,m. Bukowno,1434723,"Dom Seniora ""Lesna Polana"" w Bukownie, ul. Duga 2, 32-332 Bukowno",105.0,94.0,80.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,26.595744680851062
Województwo opolskie,Powiat oleski,gm. Olesno,1435371,"Zespo Opieki Zdrowotnej w Olesnie, ul. Klonowa 1, 46-300 Olesno",100.0,94.0,75.0,25.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,1.0,0.0,1.0,0.0,24.0,26.595744680851062
Województwo lubelskie,Powiat zamojski,gm. Radecznica,1434455,"Samodzielny Publiczny Wojewodzki Szpital Psychiatryczny w Radecznicy, ul. Klasztorna 4, 22-463 Radecznica",367.0,233.0,305.0,62.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,62.0,26.60944206008584
Województwo podkarpackie,Powiat strzyzowski,gm. Strzyzow,1436777,"""Za Gora"" Sp. z o.o. w Zyznowie, Zyznow 292D, 38-111 Zyznow",78.0,60.0,62.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,15.0,26.666666666666668
Województwo warmińsko-mazurskie,Powiat olsztynski,gm. Dobre Miasto,1436603,"Dom Pomocy Spoecznej w Dobrym Miescie, ul. uzycka 73, 11-040 Dobre Miasto",17.0,15.0,13.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,26.666666666666668
Województwo wielkopolskie,Powiat ostrowski,m. Ostrow Wielkopolski,1436916,"Medyczne Centrum Opieki Hanna Sp. z o.o., ul. Konopnickiej 41A, 63-400 Ostrow Wielkopolski",70.0,56.0,55.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,14.0,26.785714285714285
Województwo wielkopolskie,Powiat nowotomyski,gm. Nowy Tomysl,1436057,"Samodzielny Publiczny Zakad Opieki Zdrowotnej-Szpital im. doktora Kazimierza Hoogi, ul. Henryka Sienkiewicza 3, 64-300 Nowy Tomysl",151.0,119.0,119.0,32.0,0.0,32.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,26.89075630252101
Województwo świętokrzyskie,Powiat starachowicki,m. Starachowice,1435903,"Powiatowy Zakad Opieki Zdrowotnej, ul. Batalionow Chopskich 6, 27-200 Starachowice",342.0,323.0,255.0,87.0,0.0,87.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,87.0,3.0,0.0,3.0,0.0,84.0,26.93498452012384
Województwo dolnośląskie,Powiat bolesawiecki,m. Bolesawiec,1434145,"Wojewodzki Szpital dla Nerwowo i Psychicznie Chorych w Bolesawcu, al. Aleja Tysiaclecia 30, 59-700 Bolesawiec",394.0,282.0,318.0,76.0,0.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,76.0,4.0,0.0,4.0,0.0,72.0,26.95035460992908
Województwo opolskie,Powiat brzeski,m. Brzeg,1435328,"Brzeskie Centrum Medyczne w Brzegu, ul. Sergiusza Mossora 1, 49-300 Brzeg",219.0,152.0,178.0,41.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,41.0,26.973684210526315
Województwo opolskie,Powiat kluczborski,gm. Lasowice Wielkie,1419890,"Swietlica Wiejska, Laskowice ul. Wiejska 70, 46-282 Lasowice Wielkie",628.0,653.0,450.0,178.0,0.0,178.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,178.0,1.0,0.0,1.0,0.0,177.0,27.25880551301684
Województwo mazowieckie,Warszawa,Wawer,1435009,"Zakad Opiekunczo-Leczniczy SP ZOZ, ul. Olchy 8, 04-837 Warszawa",213.0,154.0,171.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,42.0,27.27272727272727
Województwo mazowieckie,Powiat sochaczewski,m. Sochaczew,1434917,"Szpital Powiatowy, ul. Batalionow Chopskich 3/7, 96-500 Sochaczew",80.0,33.0,71.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,27.27272727272727
Województwo zachodniopomorskie,Miasto na prawach powiatu Szczecin,,1436229,"Dom Pomocy Spoecznej ""Dom Kombatanta i Pioniera Ziemi Szczecinskiej"", ul. Eugeniusza Romera 21-29, 71-246 Szczecin",248.0,227.0,186.0,62.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,3.0,0.0,3.0,0.0,59.0,27.31277533039648
Województwo małopolskie,Miasto na prawach powiatu Krakow,,1434788,"Miejskie Centrum Opieki dla Osob Starszych Przewlekle Niepenosprawnych oraz Niesamodzielnych w Krakowie, ul. Wielicka 267, 30-663 Krakow",551.0,457.0,426.0,125.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,125.0,2.0,1.0,1.0,0.0,123.0,27.35229759299781
Województwo podlaskie,Powiat biaostocki,gm. Choroszcz,1435500,"Dom Pomocy Spoecznej w Choroszczy, ul. Aleja Niepodlegosci 4, 16-070 Choroszcz",288.0,201.0,233.0,55.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,2.0,1.0,1.0,0.0,53.0,27.363184079601982
Województwo dolnośląskie,Miasto na prawach powiatu Jelenia Gora,,1434252,"Zakad Opiekunczo-Leczniczy o Profilu Rehabilitacyjnym, ul. Stefana Zeromskiego 2, 58-500 Jelenia Gora",78.0,73.0,58.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,27.3972602739726
Województwo małopolskie,Powiat miechowski,gm. Miechow,1434702,"Dom Pomocy Spoecznej ""BETANIA"" w Miechowie, ul. ks. Skorupki 19, 32-200 Miechow",71.0,51.0,57.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,13.0,27.450980392156865
Województwo śląskie,Powiat mikoowski,m. Mikoow,1435687,"Szpital sw. Jozefa, ul. Stefana Okrzei 27, 43-190 Mikoow",141.0,102.0,113.0,28.0,0.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,1.0,0.0,1.0,0.0,27.0,27.450980392156865
Województwo lubelskie,Powiat tomaszowski,gm. Lubycza Krolewska,1434446,"Zakad Opiekunczo-Leczniczy RESTITUTIO Rehabilitacja, ul. Szkolna 2, 22-680 Lubycza Krolewska",251.0,178.0,202.0,49.0,0.0,49.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,49.0,27.52808988764045
Województwo pomorskie,Miasto na prawach powiatu Gdansk,,1435628,"7 Szpital Marynarki Wojennej z Przychodnia SP ZOZ, Gdansk ul. Polanki 117, 80-308 Gdansk 5",204.0,127.0,169.0,35.0,0.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,27.55905511811024
Województwo śląskie,Miasto na prawach powiatu Tychy,,1435840,"Hospicjum im. sw. Kaliksta I w Tychach, ul. Zorska 17, 43-100 Tychy",36.0,29.0,28.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,27.58620689655172
Województwo łódzkie,Powiat radomszczanski,m. Radomsko,1434575,"Szpital Powiatowy, ul. Jagiellonska 36, 97-500 Radomsko",298.0,290.0,218.0,80.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,80.0,2.0,0.0,2.0,0.0,78.0,27.58620689655172
Województwo łódzkie,Powiat piotrkowski,gm. Wola Krzysztoporska,1434568,"Dom Opieki Rokszyce s. c., Rokszyce Drugie 44, 97-371 Wola Krzysztoporska",33.0,29.0,25.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,27.58620689655172
Województwo wielkopolskie,Powiat kepinski,gm. Kepno,1436038,"Dom Pomocy Spoecznej, Rzetnia 87, 63-600 Kepno",63.0,47.0,50.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,27.659574468085108
Województwo wielkopolskie,Miasto na prawach powiatu Kalisz,,1436117,"Apartamenty Szczesliwy Senior, ul. Czestochowska 71-75, 62-800 Kalisz",112.0,104.0,83.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,1.0,0.0,1.0,0.0,28.0,27.884615384615387
Województwo warmińsko-mazurskie,Powiat olsztynski,gm. Barczewo,1435965,"Dom Pomocy Spoecznej w Barczewie, ul. Jozefa Ignacego Kraszewskiego 17, 11-010 Barczewo",145.0,129.0,109.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,3.0,3.0,0.0,0.0,33.0,27.906976744186046
Województwo podkarpackie,Powiat tarnobrzeski,gm. Nowa Deba,1435466,"Samodzielny Publiczny Zespo Zakadow Opieki Zdrowotnej, ul. Marii Skodowskiej-Curie 1A, 39-460 Nowa Deba",108.0,86.0,84.0,24.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,27.906976744186046
Województwo wielkopolskie,Powiat pleszewski,gm. Dobrzyca,1436073,"Dom Pomocy Spoecznej w Pleszewie, Fabianow ul. Pleszewska 2, 63-330 Dobrzyca",101.0,43.0,89.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,27.906976744186046
Województwo łódzkie,Powiat odzki wschodni,gm. Tuszyn,1434552,"Hol gowny Centrum, ul. Poddebina 9a, 95-080 Tuszyn",126.0,118.0,93.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,27.966101694915253
Województwo śląskie,Miasto na prawach powiatu Katowice,,1435791,"Szpital, ul. Zioowa 45, 40-635 Katowice",369.0,300.0,285.0,84.0,0.0,84.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,84.0,1.0,0.0,1.0,0.0,83.0,28.000000000000004
Województwo wielkopolskie,Powiat obornicki,gm. Oborniki,1436058,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w Obornikach, ul. Szpitalna 2, 64-600 Oborniki",100.0,57.0,84.0,16.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,28.07017543859649
Województwo wielkopolskie,Powiat wolsztynski,gm. Wolsztyn,1436107,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w Wolsztynie, ul. Wschowska 3, 64-200 Wolsztyn",199.0,178.0,149.0,50.0,0.0,50.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,1.0,1.0,0.0,0.0,49.0,28.08988764044944
Województwo podlaskie,Powiat bielski,m. Bransk,1435509,"Dom Pomocy Spoecznej im. Jana Pawa II, ul. Jana Pawa II 12, 17-120 Bransk",114.0,99.0,86.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,3.0,2.0,1.0,0.0,25.0,28.28282828282828
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1434444,"Dom Pomocy Spoecznej w Swidniku, ul. Piasecka 240, 21-040 Swidnik",95.0,102.0,66.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,3.0,1.0,2.0,0.0,26.0,28.431372549019606
Województwo lubelskie,Miasto na prawach powiatu Chem,,1434461,"Budynek Samodzielnego Publicznego Wojewodzkiego Szpitala Specjalistycznego, ul. Ceramiczna 1, 22-100 Chem",551.0,485.0,413.0,138.0,0.0,138.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,138.0,1.0,0.0,1.0,0.0,137.0,28.45360824742268
Województwo dolnośląskie,Powiat lwowecki,gm. Wlen,1434207,"Dom Pomocy Spoecznej w Nielestnie, Nielestno 17, 59-610 Wlen",43.0,42.0,31.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,11.0,28.57142857142857
Województwo dolnośląskie,Powiat kamiennogorski,gm. Kamienna Gora,1434176,"Dom Pomocy Spoecznej w Szarocinie, Szarocin 1, 58-400 Kamienna Gora",28.0,28.0,20.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,7.0,28.57142857142857
Województwo mazowieckie,Powiat grodziski,gm. Grodzisk Mazowiecki,1434835,"Szpital Zachodni w Grodzisku Mazowieckim, ul. Daleka 11, 05-825 Grodzisk Mazowiecki",222.0,139.0,182.0,40.0,0.0,40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,28.776978417266186
Województwo małopolskie,Powiat oswiecimski,m. Oswiecim,1434730,"Zakad Opiekunczo-Leczniczy Zgromadzenia Corek Matki Bozej Bolesnej (Siostry Serafitki) Prowincja Oswiecimska w Oswiecimiu, pl. Plac Tadeusza Kosciuszki 8, 32-600 Oswiecim",40.0,66.0,21.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,3.0,0.0,3.0,0.0,16.0,28.78787878787879
Województwo wielkopolskie,Powiat ostrzeszowski,gm. Ostrzeszow,1436067,"Ostrzeszowskie Centrum Zdrowia Sp. z o.o., ul. Aleja Wolnosci 4, 63-500 Ostrzeszow",128.0,52.0,113.0,15.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,28.846153846153843
Województwo zachodniopomorskie,Powiat gryficki,gm. Gryfice,1436170,"SPZZOZ-Zachodniopomorski Szpital Specjalistyczny, ul. Niechorska 27, 72-300 Gryfice",249.0,231.0,182.0,67.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,67.0,29.004329004329005
Województwo warmińsko-mazurskie,Powiat nidzicki,gm. Nidzica,1435959,"Zespo Opieki Zdrowotnej w Nidzicy, ul. Mickiewicza 25, 13-100 Nidzica",112.0,93.0,85.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,29.03225806451613
Województwo pomorskie,Powiat malborski,m. Malbork,1435581,"Dom Pomocy Spoecznej w Malborku, ul. Juliusza Sowackiego 45, 82-200 Malbork",80.0,62.0,62.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,29.03225806451613
Województwo mazowieckie,Powiat minski,gm. Cegow,1434855,"Dom Pomocy Spoecznej im. sw. Jozefa w Mieni, Mienia ul. Ksieznej Anny Mazowieckiej 138, 05-319 Cegow",135.0,124.0,99.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,6.0,1.0,5.0,0.0,30.0,29.03225806451613
Województwo kujawsko-pomorskie,Powiat inowrocawski,m. Inowrocaw,1434313,"Szpital Wielospecjalistyczny im. dr. Ludwika Bazka, ul. Poznanska 97, 88-100 Inowrocaw",373.0,189.0,318.0,55.0,0.0,55.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,1.0,1.0,0.0,0.0,54.0,29.100529100529094
Województwo kujawsko-pomorskie,Miasto na prawach powiatu Bydgoszcz,,1434356,"Szpital Uniwersytecki Nr 1 im. dr. Antoniego Jurasza w Bydgoszczy, ul. Marii Curie Skodowskiej 9, 85-094 Bydgoszcz",877.0,639.0,691.0,186.0,0.0,186.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,186.0,4.0,0.0,4.0,0.0,182.0,29.10798122065728
Województwo mazowieckie,Warszawa,Targowek,1435001,"Mazowiecki Szpital Brodnowski w Warszawie Sp. z o.o., ul. Ludwika Kondratowicza 8, 03-242 Warszawa",500.0,426.0,376.0,124.0,0.0,124.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,124.0,2.0,1.0,1.0,0.0,122.0,29.10798122065728
Województwo wielkopolskie,Powiat sremski,gm. Srem,1436101,"Szpital Powiatowy im. Tadeusza Malinskiego w Sremie sp. z o. o., ul. Jozefa Chemonskiego 1, 63-100 Srem",202.0,127.0,165.0,37.0,0.0,37.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,37.0,29.133858267716533
Województwo mazowieckie,Powiat ciechanowski,m. Ciechanow,1434823,"Specjalistyczny Szpital Wojewodzki w Ciechanowie, ul. Powstancow Wielkopolskich 2, 06-400 Ciechanow",201.0,185.0,147.0,54.0,0.0,54.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,54.0,29.18918918918919
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1434443,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w Swidniku, ul. Aleja Lotnikow Polskich 18, 21-040 Swidnik",119.0,137.0,79.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,29.1970802919708
Województwo śląskie,Miasto na prawach powiatu Bytom,,1426574,"Zespo Szko Specjalnych Nr 3, ul. Konstytucji 20, 41-905 Bytom",1179.0,1212.0,825.0,354.0,0.0,354.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,354.0,3.0,0.0,3.0,0.0,351.0,29.207920792079207
Województwo pomorskie,Powiat kwidzynski,gm. Prabuty,1435574,"Szpital Specjalistyczny w Prabutach, ul. Kuracyjna 30, 82-550 Prabuty",180.0,65.0,161.0,19.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,29.230769230769237
Województwo opolskie,Powiat krapkowicki,gm. Walce,1419949,"Budynek gminny-swietlica wiejska, Dobieszowice ul. Gowna 22, 47-344 Walce",329.0,342.0,229.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,29.239766081871345
Województwo dolnośląskie,Miasto na prawach powiatu Wabrzych,,1434295,"Specjalistyczny Szpital im. dra Alfreda Sokoowskiego (Oddziay przy ul. Alfreda Sokoowskiego 4), ul. Alfreda Sokoowskiego 4, 58-309 Wabrzych",337.0,294.0,251.0,86.0,0.0,86.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,86.0,4.0,0.0,4.0,0.0,82.0,29.25170068027211
Województwo kujawsko-pomorskie,Powiat grudziadzki,gm. asin,1434311,"Samodzielny Publiczny Zakad Opieki Zdrowotnej im. Macieja z Miechowa, ul. Grudziadzka 2, 86-320 asin",78.0,41.0,66.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,2.0,1.0,1.0,0.0,10.0,29.268292682926827
Województwo warmińsko-mazurskie,Miasto na prawach powiatu Elblag,,1430007,"Dom Pomocy Spoecznej ""Niezapominajka"", ul. Torunska 17, 82-300 Elblag",109.0,116.0,75.0,34.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,4.0,0.0,4.0,0.0,30.0,29.310344827586203
Województwo wielkopolskie,Powiat supecki,m. Supca,1436088,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w Supcy-Szpital, ul. Romualda Traugutta 7E, 62-400 Supca",151.0,75.0,129.0,22.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,29.33333333333333
Województwo łódzkie,Powiat pabianicki,m. Konstantynow odzki,1434556,"Dom Pomocy Spoecznej ""Pod Debami"" w Konstantynowie odzkim, ul. Bechcice 3, 95-050 Konstantynow odzki",132.0,92.0,105.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,7.0,0.0,7.0,0.0,20.0,29.347826086956523
Województwo małopolskie,Powiat miechowski,gm. Ksiaz Wielki,1434699,"Dom Pomocy Spoecznej w Mianocicach, Mianocice 51, 32-210 Ksiaz Wielki",47.0,51.0,32.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,4.0,1.0,3.0,0.0,11.0,29.411764705882355
Województwo małopolskie,Miasto na prawach powiatu Krakow,,1434787,"SCANMED S. A. Szpital sw. Rafaa, ul. Adama Bochenka 12, 30-693 Krakow",81.0,102.0,51.0,30.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,29.0,29.411764705882355
Województwo łódzkie,Powiat odzki wschodni,gm. Andrespol,1434548,"Dom Pomocy Spoecznej w Wisniowej Gorze, Wisniowa Gora ul. Tuszynska 56, 95-020 Andrespol",131.0,85.0,106.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,1.0,0.0,1.0,0.0,24.0,29.411764705882355
Województwo łódzkie,Miasto na prawach powiatu odz,,1434618,"Miejskie Centrum Medyczne im. dr. Karola Jonschera w odzi, ul. Przyrodnicza 7/9, 91-480 odz",74.0,61.0,56.0,18.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,29.508196721311474
Województwo podkarpackie,Powiat jarosawski,gm. Radymno,1435416,"Dom Pomocy Spoecznej w Sosnicy, ul. Zamkowa 10, 37-555 Sosnica",60.0,61.0,42.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,0.0,1.0,0.0,17.0,29.508196721311474
Województwo dolnośląskie,Powiat woowski,gm. Woow,1434231,"Wojewodzki Szpital dla Nerwowo i Psychicznie Chorych w Lubiazu, Lubiaz ul. Adama Mickiewicza 1, 56-100 Woow",412.0,271.0,332.0,80.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,80.0,3.0,1.0,2.0,0.0,77.0,29.520295202952028
Województwo lubuskie,Powiat swiebodzinski,gm. Swiebodzin,1434506,"""Nowy Szpital"" w Swiebodzinie Sp. z o. o., ul. Mynska 6, 66-200 Swiebodzin",83.0,44.0,70.0,13.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,29.545454545454547
Województwo zachodniopomorskie,Powiat gryfinski,gm. Gryfino,1436176,"Szpital Powiatowy w Gryfinie Sp. z o.o., ul. Parkowa 5, 74-100 Gryfino",55.0,54.0,39.0,16.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,15.0,29.629629629629623
Województwo małopolskie,Powiat myslenicki,gm. Lubien,1466730,"Dom Seniora ""Beskid"", Krzeczow 310, 32-433 Krzeczow",30.0,27.0,22.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,29.629629629629623
